# AME2020 Table I — the 2020 atomic mass table.
# Meng Wang, W.J. Huang, F.G. Kondev, G. Audi, S. Naimi,
# Chinese Physics C 45, 030003 (2021), Table I, pages 030003-6 to 030003-75.
# Extracted from the PDF supplied by M, pdftotext -layout, PDF pages 7-76.
#
# THIS IS THE PUBLISHED ROUNDED TABLE, not mass_1.mas20. AME rounds to a
# precision set by the uncertainty, so values differ from the ASCII file by
# up to ~0.1 sigma. Verified against the Argonne mass_1.mas20 text on the
# A = 9 chain: max deviation 4.174 keV on 9He, which is 0.089 sigma.
#
# A is RECOMPUTED as N + Z; the printed A is used only as a check and
# matched on every row where it appears (0 mismatches).
# quality: M = measured, E = estimated (# in the source).
# Z	N	A	symbol	mass_excess_keV	unc_keV	quality
59	93	152	Pr	-63758.0	19.0	M
59	94	153	Pr	-61568.0	12.0	M
59	95	154	Pr	-57860.0	100.0	M
59	96	155	Pr	-55415.0	17.0	M
59	97	156	Pr	-51449.3	1.0	M
59	98	157	Pr	-48435.0	3.0	M
59	99	158	Pr	-44150.0	300.0	E
59	100	159	Pr	-40770.0	400.0	E
59	101	160	Pr	-36200.0	400.0	E
59	102	161	Pr	-32490.0	500.0	E
60	64	124	Nd	-44830.0	500.0	E
60	65	125	Nd	-48070.0	400.0	E
60	66	126	Nd	-53380.0	300.0	E
60	67	127	Nd	-55910.0	300.0	E
60	68	128	Nd	-60530.0	200.0	E
60	69	129	Nd	-62380.0	200.0	E
60	70	130	Nd	-66596.0	28.0	M
60	71	131	Nd	-67768.0	28.0	M
60	72	132	Nd	-71426.0	24.0	M
60	73	133	Nd	-72330.0	50.0	M
60	74	134	Nd	-75646.0	12.0	M
60	75	135	Nd	-76214.0	19.0	M
60	76	136	Nd	-79199.0	12.0	M
60	77	137	Nd	-79584.0	12.0	M
60	78	138	Nd	-82017.0	12.0	M
60	79	139	Nd	-82017.0	28.0	M
60	80	140	Nd	-84257.0	3.0	M
60	81	141	Nd	-84192.0	3.0	M
60	82	142	Nd	-85950.1	1.3	M
60	83	143	Nd	-84002.3	1.3	M
60	84	144	Nd	-83748.0	1.3	M
60	85	145	Nd	-81432.0	1.3	M
60	86	146	Nd	-80925.9	1.3	M
60	87	147	Nd	-78146.8	1.3	M
60	88	148	Nd	-77408.1	2.1	M
60	89	149	Nd	-74375.5	2.1	M
60	90	150	Nd	-73680.0	1.1	M
60	91	151	Nd	-70943.2	1.1	M
60	92	152	Nd	-70150.0	24.0	M
60	93	153	Nd	-67330.4	2.7	M
60	94	154	Nd	-65579.6	1.0	M
60	95	155	Nd	-62284.0	9.0	M
60	96	156	Nd	-60202.1	1.3	M
60	97	157	Nd	-56494.1	2.1	M
60	98	158	Nd	-53835.1	1.3	M
60	99	159	Nd	-49724.0	30.0	M
60	100	160	Nd	-46720.0	50.0	M
60	101	161	Nd	-42230.0	400.0	E
60	102	162	Nd	-39010.0	400.0	E
60	103	163	Nd	-34080.0	500.0	E
61	65	126	Pm	-39750.0	500.0	E
61	66	127	Pm	-45310.0	400.0	E
61	67	128	Pm	-48220.0	300.0	E
61	68	129	Pm	-53180.0	300.0	E
61	69	130	Pm	-55470.0	200.0	E
61	70	131	Pm	-59770.0	200.0	E
61	71	132	Pm	-61630.0	150.0	E
61	72	133	Pm	-65410.0	50.0	M
61	73	134	Pm	-66760.0	40.0	M
61	74	135	Pm	-70060.0	80.0	M
61	75	136	Pm	-71170.0	70.0	M
61	76	137	Pm	-74073.0	13.0	M
61	77	138	Pm	-74914.0	12.0	M
61	78	139	Pm	-77501.0	14.0	M
61	79	140	Pm	-78212.0	24.0	M
61	80	141	Pm	-80523.0	14.0	M
61	81	142	Pm	-81142.0	24.0	M
61	82	143	Pm	-82960.7	2.9	M
61	83	144	Pm	-81416.1	2.9	M
61	84	145	Pm	-81267.5	2.8	M
61	85	146	Pm	-79454.0	4.0	M
61	86	147	Pm	-79042.0	1.3	M
61	87	148	Pm	-76866.0	6.0	M
61	88	149	Pm	-76064.4	2.2	M
61	89	150	Pm	-73597.0	20.0	M
61	90	151	Pm	-73386.0	5.0	M
61	91	152	Pm	-71254.0	26.0	M
61	92	153	Pm	-70648.0	9.0	M
61	93	154	Pm	-68267.0	25.0	M
61	94	155	Pm	-66940.0	5.0	M
61	95	156	Pm	-64166.8	1.2	M
61	96	157	Pm	-62297.0	7.0	M
61	97	158	Pm	-59106.1	0.9	M
61	98	159	Pm	-56554.0	10.0	M
61	99	160	Pm	-52894.6	2.0	M
61	100	161	Pm	-50087.0	9.0	M
61	101	162	Pm	-46040.0	300.0	E
61	102	163	Pm	-42960.0	400.0	E
61	103	164	Pm	-38360.0	400.0	E
61	104	165	Pm	-34670.0	500.0	E
62	66	128	Sm	-39150.0	500.0	E
62	67	129	Sm	-42330.0	500.0	E
62	68	130	Sm	-47700.0	400.0	E
62	69	131	Sm	-50280.0	400.0	E
62	70	132	Sm	-55140.0	300.0	E
62	71	133	Sm	-57230.0	300.0	E
62	72	134	Sm	-61380.0	200.0	E
62	73	135	Sm	-62860.0	150.0	M
62	74	136	Sm	-66811.0	12.0	M
62	75	137	Sm	-67992.0	29.0	M
62	76	138	Sm	-71498.0	12.0	M
62	77	139	Sm	-72380.0	11.0	M
62	78	140	Sm	-75456.0	12.0	M
62	79	141	Sm	-75934.0	9.0	M
62	80	142	Sm	-78981.9	1.9	M
62	81	143	Sm	-79517.1	2.7	M
62	82	144	Sm	-81965.6	1.5	M
62	83	145	Sm	-80651.4	1.5	M
62	84	146	Sm	-80996.0	3.0	M
62	85	147	Sm	-79266.0	1.3	M
62	86	148	Sm	-79336.1	1.2	M
62	87	149	Sm	-77135.9	1.2	M
62	88	150	Sm	-77051.3	1.1	M
62	89	151	Sm	-74576.5	1.1	M
62	90	152	Sm	-74763.0	1.0	M
62	91	153	Sm	-72560.1	1.0	M
62	92	154	Sm	-72455.6	1.3	M
62	93	155	Sm	-70191.2	1.3	M
62	94	156	Sm	-69361.0	9.0	M
62	95	157	Sm	-66678.0	4.0	M
62	96	158	Sm	-65252.0	5.0	M
62	97	159	Sm	-62208.0	6.0	M
62	98	160	Sm	-60233.2	2.0	M
62	99	161	Sm	-56672.0	7.0	M
62	100	162	Sm	-54379.0	4.0	M
62	101	163	Sm	-50600.0	7.0	M
62	102	164	Sm	-47925.0	4.0	M
62	103	165	Sm	-43510.0	400.0	E
62	104	166	Sm	-40450.0	400.0	E
62	105	167	Sm	-35330.0	500.0	E
62	106	168	Sm	-31640.0	300.0	E
63	67	130	Eu	-33510.0	540.0	E
63	68	131	Eu	-39460.0	400.0	E
63	69	132	Eu	-42200.0	400.0	E
63	70	133	Eu	-47240.0	300.0	E
63	71	134	Eu	-49800.0	300.0	E
63	72	135	Eu	-54150.0	200.0	E
63	73	136	Eu	-56240.0	200.0	E
63	74	137	Eu	-60146.0	4.0	M
63	75	138	Eu	-61750.0	28.0	M
63	76	139	Eu	-65398.0	13.0	M
63	77	140	Eu	-66990.0	50.0	M
63	78	141	Eu	-69926.0	13.0	M
63	79	142	Eu	-71310.0	30.0	M
63	80	143	Eu	-74241.0	11.0	M
63	81	144	Eu	-75619.0	11.0	M
63	82	145	Eu	-77992.0	3.0	M
63	83	146	Eu	-77118.0	6.0	M
63	84	147	Eu	-77544.6	2.6	M
63	85	148	Eu	-76297.0	10.0	M
63	86	149	Eu	-76441.0	4.0	M
63	87	150	Eu	-74792.0	6.0	M
63	88	151	Eu	-74653.1	1.2	M
63	89	152	Eu	-72888.5	1.2	M
63	90	153	Eu	-73367.5	1.2	M
63	91	154	Eu	-71738.4	1.2	M
63	92	155	Eu	-71818.3	1.3	M
63	93	156	Eu	-70083.0	4.0	M
63	94	157	Eu	-69459.0	4.0	M
63	95	158	Eu	-67270.5	2.0	M
63	96	159	Eu	-66043.0	4.0	M
63	97	160	Eu	-63493.4	0.9	M
63	98	161	Eu	-61792.0	10.0	M
63	99	162	Eu	-58722.9	1.3	M
63	100	163	Eu	-56573.8	0.9	M
63	101	164	Eu	-53232.1	2.1	M
63	102	165	Eu	-50729.0	5.0	M
63	103	166	Eu	-46750.0	100.0	E
63	104	167	Eu	-43770.0	400.0	E
63	105	168	Eu	-39250.0	400.0	E
63	106	169	Eu	-35660.0	500.0	E
63	107	170	Eu	-30860.0	500.0	E
64	69	133	Gd	-36060.0	500.0	E
64	70	134	Gd	-41530.0	400.0	E
64	71	135	Gd	-44250.0	400.0	E
64	72	136	Gd	-49090.0	300.0	E
64	73	137	Gd	-51210.0	300.0	E
64	74	138	Gd	-55660.0	200.0	E
64	75	139	Gd	-57630.0	200.0	E
64	76	140	Gd	-61782.0	28.0	M
64	77	141	Gd	-63224.0	20.0	M
64	78	142	Gd	-66960.0	28.0	M
64	79	143	Gd	-68230.0	200.0	M
64	80	144	Gd	-71760.0	28.0	M
64	81	145	Gd	-72927.0	20.0	M
64	82	146	Gd	-76086.0	4.0	M
64	83	147	Gd	-75356.9	1.9	M
64	84	148	Gd	-76269.4	1.5	M
64	85	149	Gd	-75127.0	3.0	M
64	86	150	Gd	-75764.0	6.0	M
64	87	151	Gd	-74188.9	3.0	M
64	88	152	Gd	-74707.3	1.0	M
64	89	153	Gd	-72882.9	1.0	M
64	90	154	Gd	-73706.4	1.0	M
64	91	155	Gd	-72070.3	1.0	M
64	92	156	Gd	-72535.3	1.0	M
64	93	157	Gd	-70823.9	1.0	M
64	94	158	Gd	-70690.0	1.0	M
64	95	159	Gd	-68561.9	1.0	M
64	96	160	Gd	-67942.1	1.1	M
64	97	161	Gd	-65506.1	1.5	M
64	98	162	Gd	-64281.0	4.0	M
64	99	163	Gd	-61388.6	0.8	M
64	100	164	Gd	-59693.7	1.0	M
64	101	165	Gd	-56525.8	1.3	M
64	102	166	Gd	-54370.9	1.6	M
64	103	167	Gd	-50776.0	5.0	M
64	104	168	Gd	-48150.0	300.0	E
64	105	169	Gd	-43890.0	400.0	E
64	106	170	Gd	-40850.0	500.0	E
64	107	171	Gd	-36210.0	500.0	E
64	108	172	Gd	-32970.0	300.0	E
65	70	135	Tb	-33050.0	400.0	E
65	71	136	Tb	-35900.0	500.0	E
65	72	137	Tb	-40970.0	400.0	E
65	73	138	Tb	-43600.0	300.0	E
65	74	139	Tb	-48130.0	300.0	E
65	75	140	Tb	-50480.0	800.0	M
65	76	141	Tb	-54540.0	110.0	M
65	77	142	Tb	-56560.0	700.0	M
65	78	143	Tb	-60420.0	50.0	M
65	79	144	Tb	-62368.0	28.0	M
65	80	145	Tb	-66400.0	110.0	M
65	81	146	Tb	-67760.0	40.0	M
65	82	147	Tb	-70743.0	8.0	M
65	83	148	Tb	-70537.0	12.0	M
65	84	149	Tb	-71489.0	4.0	M
65	85	150	Tb	-71106.0	7.0	M
65	86	151	Tb	-71624.0	4.0	M
65	87	152	Tb	-70720.0	40.0	M
65	88	153	Tb	-71314.0	4.0	M
65	89	154	Tb	-70160.0	50.0	M
65	90	155	Tb	-71250.0	10.0	M
65	91	156	Tb	-70091.0	4.0	M
65	92	157	Tb	-70763.8	1.0	M
65	93	158	Tb	-69470.9	1.3	M
65	94	159	Tb	-69532.6	1.1	M
65	95	160	Tb	-67836.5	1.1	M
65	96	161	Tb	-67461.8	1.2	M
65	97	162	Tb	-65879.5	2.0	M
65	98	163	Tb	-64596.0	4.0	M
65	99	164	Tb	-62105.0	1.9	M
65	100	165	Tb	-60588.8	1.5	M
65	101	166	Tb	-57808.8	1.5	M
65	102	167	Tb	-55883.1	1.9	M
65	103	168	Tb	-52781.0	4.0	M
65	104	169	Tb	-50480.0	300.0	E
65	105	170	Tb	-46710.0	300.0	E
65	106	171	Tb	-43770.0	400.0	E
65	107	172	Tb	-39690.0	500.0	E
65	108	173	Tb	-36510.0	500.0	E
65	109	174	Tb	-31970.0	500.0	E
66	72	138	Dy	-34930.0	500.0	E
66	73	139	Dy	-37700.0	500.0	E
66	74	140	Dy	-42830.0	400.0	E
66	75	141	Dy	-45380.0	300.0	E
66	76	142	Dy	-50120.0	730.0	E
66	77	143	Dy	-52169.0	13.0	M
66	78	144	Dy	-56570.0	7.0	M
66	79	145	Dy	-58243.0	7.0	M
66	80	146	Dy	-62555.0	7.0	M
66	81	147	Dy	-64196.0	9.0	M
66	82	148	Dy	-67859.0	9.0	M
66	83	149	Dy	-67694.0	9.0	M
66	84	150	Dy	-69310.0	4.0	M
66	85	151	Dy	-68752.0	3.0	M
66	86	152	Dy	-70118.0	5.0	M
66	87	153	Dy	-69143.0	4.0	M
66	88	154	Dy	-70394.0	7.0	M
66	89	155	Dy	-69156.0	10.0	M
66	90	156	Dy	-70529.4	1.0	M
66	91	157	Dy	-69425.0	5.0	M
66	92	158	Dy	-70407.2	2.3	M
66	93	159	Dy	-69167.2	1.4	M
66	94	160	Dy	-69672.4	0.7	M
66	95	161	Dy	-68055.5	0.7	M
66	96	162	Dy	-68181.2	0.7	M
66	97	163	Dy	-66380.9	0.7	M
66	98	164	Dy	-65967.6	0.7	M
66	99	165	Dy	-63612.3	0.7	M
66	100	166	Dy	-62584.5	0.8	M
66	101	167	Dy	-59911.0	4.0	M
66	102	168	Dy	-58560.0	140.0	M
66	103	169	Dy	-55600.0	300.0	M
66	104	170	Dy	-53710.0	200.0	E
66	105	171	Dy	-50010.0	200.0	E
66	106	172	Dy	-47760.0	300.0	E
66	107	173	Dy	-43740.0	400.0	E
66	108	174	Dy	-41130.0	500.0	E
66	109	175	Dy	-36730.0	500.0	E
66	110	176	Dy	-33610.0	500.0	E
67	73	140	Ho	-29320.0	500.0	E
67	74	141	Ho	-34360.0	400.0	E
67	75	142	Ho	-37250.0	400.0	E
67	76	143	Ho	-42050.0	300.0	E
67	77	144	Ho	-44610.0	8.0	M
67	78	145	Ho	-49120.0	7.0	M
67	79	146	Ho	-51238.0	7.0	M
67	80	147	Ho	-55757.0	5.0	M
67	81	148	Ho	-57990.0	80.0	M
67	82	149	Ho	-61646.0	12.0	M
67	83	150	Ho	-61946.0	14.0	M
67	84	151	Ho	-63623.0	8.0	M
67	85	152	Ho	-63605.0	13.0	M
67	86	153	Ho	-65012.0	5.0	M
67	87	154	Ho	-64639.0	8.0	M
67	88	155	Ho	-66040.0	17.0	M
67	89	156	Ho	-65540.0	40.0	M
67	90	157	Ho	-66833.0	23.0	M
67	91	158	Ho	-66187.0	27.0	M
67	92	159	Ho	-67330.0	3.0	M
67	93	160	Ho	-66382.0	15.0	M
67	94	161	Ho	-67196.3	2.2	M
67	95	162	Ho	-66041.0	3.0	M
67	96	163	Ho	-66378.0	0.7	M
67	97	164	Ho	-64980.5	1.4	M
67	98	165	Ho	-64898.0	0.8	M
67	99	166	Ho	-63070.3	0.8	M
67	100	167	Ho	-62279.0	5.0	M
67	101	168	Ho	-60060.0	30.0	M
67	102	169	Ho	-58796.0	20.0	M
67	103	170	Ho	-56240.0	50.0	M
67	104	171	Ho	-54520.0	600.0	M
67	105	172	Ho	-51480.0	200.0	E
67	106	173	Ho	-49350.0	300.0	E
67	107	174	Ho	-45870.0	300.0	E
67	108	175	Ho	-43300.0	400.0	E
67	109	176	Ho	-39390.0	500.0	E
67	110	177	Ho	-36280.0	500.0	E
67	111	178	Ho	-32130.0	500.0	E
68	74	142	Er	-27930.0	500.0	E
68	75	143	Er	-31160.0	400.0	E
68	76	144	Er	-36610.0	200.0	E
68	77	145	Er	-39240.0	200.0	E
68	78	146	Er	-44322.0	7.0	M
68	79	147	Er	-46610.0	40.0	M
68	80	148	Er	-51479.0	10.0	M
68	81	149	Er	-53742.0	28.0	M
68	82	150	Er	-57831.0	17.0	M
68	83	151	Er	-58266.0	16.0	M
68	84	152	Er	-60500.0	9.0	M
68	85	153	Er	-60467.0	9.0	M
68	86	154	Er	-62605.0	5.0	M
68	87	155	Er	-62209.0	6.0	M
68	88	156	Er	-64212.0	25.0	M
68	89	157	Er	-63414.0	27.0	M
68	90	158	Er	-65304.0	25.0	M
68	91	159	Er	-64561.0	4.0	M
68	92	160	Er	-66064.0	24.0	M
68	93	161	Er	-65201.0	9.0	M
68	94	162	Er	-66334.2	0.8	M
68	95	163	Er	-65167.0	5.0	M
68	96	164	Er	-65942.6	0.7	M
68	97	165	Er	-64521.4	0.9	M
68	98	166	Er	-64924.1	0.3	M
68	99	167	Er	-63289.26	0.29	M
68	100	168	Er	-62989.23	0.26	M
68	101	169	Er	-60921.2	0.3	M
68	102	170	Er	-60107.5	1.4	M
68	103	171	Er	-57717.8	1.4	M
68	104	172	Er	-56483.0	4.0	M
68	105	173	Er	-53650.0	200.0	E
68	106	174	Er	-51950.0	300.0	E
68	107	175	Er	-48650.0	400.0	E
68	108	176	Er	-46630.0	400.0	E
68	109	177	Er	-42860.0	500.0	E
68	110	178	Er	-40260.0	600.0	E
68	111	179	Er	-36080.0	500.0	E
68	112	180	Er	-33180.0	500.0	E
69	75	144	Tm	-22160.0	400.0	E
69	76	145	Tm	-27580.0	200.0	E
69	77	146	Tm	-31060.0	200.0	E
69	78	147	Tm	-35974.0	7.0	M
69	79	148	Tm	-38765.0	10.0	M
69	80	149	Tm	-43940.0	200.0	E
69	81	150	Tm	-46490.0	200.0	E
69	82	151	Tm	-50772.0	19.0	M
69	83	152	Tm	-51720.0	50.0	M
69	84	153	Tm	-53973.0	12.0	M
69	85	154	Tm	-54427.0	14.0	M
69	86	155	Tm	-56626.0	10.0	M
69	87	156	Tm	-56834.0	14.0	M
69	88	157	Tm	-58709.0	28.0	M
69	89	158	Tm	-58703.0	25.0	M
69	90	159	Tm	-60570.0	28.0	M
69	91	160	Tm	-60300.0	30.0	M
69	92	161	Tm	-61899.0	28.0	M
69	93	162	Tm	-61477.0	26.0	M
69	94	163	Tm	-62728.0	6.0	M
69	95	164	Tm	-61909.0	25.0	M
69	96	165	Tm	-62930.0	1.7	M
69	97	166	Tm	-61886.0	12.0	M
69	98	167	Tm	-62543.1	1.3	M
69	99	168	Tm	-61312.4	1.7	M
69	100	169	Tm	-61274.7	0.7	M
69	101	170	Tm	-59795.3	0.7	M
69	102	171	Tm	-59210.3	1.0	M
69	103	172	Tm	-57374.0	5.0	M
69	104	173	Tm	-56256.0	4.0	M
69	105	174	Tm	-53860.0	40.0	M
69	106	175	Tm	-52310.0	50.0	M
69	107	176	Tm	-49370.0	100.0	M
69	108	177	Tm	-47570.0	200.0	E
69	109	178	Tm	-44240.0	300.0	E
69	110	179	Tm	-41900.0	400.0	E
69	111	180	Tm	-38170.0	400.0	E
69	112	181	Tm	-35440.0	500.0	E
69	113	182	Tm	-31490.0	500.0	E
70	78	148	Yb	-30230.0	400.0	E
70	79	149	Yb	-33330.0	300.0	E
70	80	150	Yb	-38830.0	300.0	E
70	81	151	Yb	-41540.0	300.0	M
70	82	152	Yb	-46270.0	150.0	M
70	83	153	Yb	-47160.0	200.0	E
70	84	154	Yb	-49932.0	17.0	M
70	85	155	Yb	-50503.0	17.0	M
70	86	156	Yb	-53266.0	9.0	M
70	87	157	Yb	-53420.0	11.0	M
70	88	158	Yb	-56010.0	8.0	M
70	89	159	Yb	-55834.0	18.0	M
70	90	160	Yb	-58163.0	5.0	M
70	91	161	Yb	-57834.0	15.0	M
70	92	162	Yb	-59821.0	15.0	M
70	93	163	Yb	-59294.0	15.0	M
70	94	164	Yb	-61012.0	15.0	M
70	95	165	Yb	-60295.0	27.0	M
70	96	166	Yb	-61594.0	7.0	M
70	97	167	Yb	-60590.0	4.0	M
70	98	168	Yb	-61579.87	0.09	M
70	99	169	Yb	-60375.53	0.18	M
70	100	170	Yb	-60763.929	0.01	M
70	101	171	Yb	-59306.818	0.013	M
70	102	172	Yb	-59255.456	0.014	M
70	103	173	Yb	-57551.234	0.011	M
70	104	174	Yb	-56944.521	0.011	M
70	105	175	Yb	-54695.56	0.07	M
70	106	176	Yb	-53491.322	0.014	M
70	107	177	Yb	-50986.4	0.22	M
70	108	178	Yb	-49677.0	7.0	M
70	109	179	Yb	-46640.0	200.0	E
70	110	180	Yb	-44720.0	300.0	E
70	111	181	Yb	-41090.0	300.0	E
70	112	182	Yb	-38900.0	400.0	E
70	113	183	Yb	-35000.0	400.0	E
70	114	184	Yb	-32600.0	500.0	E
70	115	185	Yb	-28480.0	500.0	E
71	79	150	Lu	-24770.0	300.0	E
71	80	151	Lu	-30300.0	300.0	E
71	81	152	Lu	-33420.0	200.0	E
71	82	153	Lu	-38380.0	150.0	M
71	83	154	Lu	-39670.0	200.0	E
71	84	155	Lu	-42545.0	19.0	M
71	85	156	Lu	-43700.0	50.0	M
71	86	157	Lu	-46440.0	12.0	M
71	87	158	Lu	-47212.0	15.0	M
71	88	159	Lu	-49710.0	40.0	M
71	89	160	Lu	-50270.0	60.0	M
71	90	161	Lu	-52562.0	28.0	M
71	91	162	Lu	-52830.0	80.0	M
71	92	163	Lu	-54791.0	28.0	M
71	93	164	Lu	-54642.0	28.0	M
71	94	165	Lu	-56442.0	27.0	M
71	95	166	Lu	-56021.0	30.0	M
71	96	167	Lu	-57530.0	40.0	M
71	97	168	Lu	-57070.0	40.0	M
71	98	169	Lu	-58083.0	3.0	M
71	99	170	Lu	-57306.0	17.0	M
71	100	171	Lu	-57828.5	1.9	M
71	101	172	Lu	-56736.1	2.3	M
71	102	173	Lu	-56881.0	1.6	M
71	103	174	Lu	-55570.3	1.6	M
71	104	175	Lu	-55165.7	1.2	M
71	105	176	Lu	-53382.3	1.2	M
71	106	177	Lu	-52383.9	1.2	M
71	107	178	Lu	-50337.9	2.3	M
71	108	179	Lu	-49059.0	5.0	M
71	109	180	Lu	-46680.0	70.0	M
71	110	181	Lu	-44800.0	130.0	M
71	111	182	Lu	-41770.0	200.0	E
71	112	183	Lu	-39720.0	80.0	M
71	113	184	Lu	-36300.0	200.0	E
71	114	185	Lu	-33960.0	300.0	E
71	115	186	Lu	-30320.0	400.0	E
71	116	187	Lu	-27770.0	400.0	E
71	117	188	Lu	-23820.0	400.0	E
72	81	153	Hf	-27300.0	300.0	E
72	82	154	Hf	-32730.0	300.0	E
72	83	155	Hf	-34310.0	300.0	E
72	84	156	Hf	-37820.0	150.0	M
72	85	157	Hf	-38860.0	200.0	E
72	86	158	Hf	-42102.0	17.0	M
72	87	159	Hf	-42853.0	17.0	M
72	88	160	Hf	-45939.0	10.0	M
72	89	161	Hf	-46316.0	23.0	M
72	90	162	Hf	-49168.0	9.0	M
72	91	163	Hf	-49269.0	26.0	M
72	92	164	Hf	-51818.0	16.0	M
72	93	165	Hf	-51636.0	28.0	M
72	94	166	Hf	-53859.0	28.0	M
72	95	167	Hf	-53468.0	28.0	M
72	96	168	Hf	-55361.0	28.0	M
72	97	169	Hf	-54717.0	28.0	M
72	98	170	Hf	-56254.0	28.0	M
72	99	171	Hf	-55431.0	29.0	M
72	100	172	Hf	-56402.0	24.0	M
72	101	173	Hf	-55412.0	28.0	M
72	102	174	Hf	-55844.6	2.3	M
72	103	175	Hf	-54481.8	2.3	M
72	104	176	Hf	-54576.4	1.5	M
72	105	177	Hf	-52880.7	1.4	M
72	106	178	Hf	-52435.4	1.4	M
72	107	179	Hf	-50463.0	1.4	M
72	108	180	Hf	-49779.5	1.4	M
72	109	181	Hf	-47403.0	1.4	M
72	110	182	Hf	-46050.0	6.0	M
72	111	183	Hf	-43280.0	30.0	M
72	112	184	Hf	-41500.0	40.0	M
72	113	185	Hf	-38320.0	60.0	M
72	114	186	Hf	-36420.0	50.0	M
72	115	187	Hf	-33000.0	200.0	E
72	116	188	Hf	-30830.0	300.0	E
72	117	189	Hf	-27150.0	300.0	E
72	118	190	Hf	-24800.0	400.0	E
73	82	155	Ta	-23990.0	300.0	E
73	83	156	Ta	-26000.0	300.0	E
73	84	157	Ta	-29600.0	150.0	M
73	85	158	Ta	-31120.0	200.0	E
73	86	159	Ta	-34439.0	20.0	M
73	87	160	Ta	-35820.0	50.0	M
73	88	161	Ta	-38779.0	24.0	M
73	89	162	Ta	-39780.0	60.0	M
73	90	163	Ta	-42530.0	40.0	M
73	91	164	Ta	-43283.0	28.0	M
73	92	165	Ta	-45848.0	14.0	M
73	93	166	Ta	-46098.0	28.0	M
73	94	167	Ta	-48351.0	28.0	M
73	95	168	Ta	-48394.0	28.0	M
73	96	169	Ta	-50290.0	28.0	M
73	97	170	Ta	-50138.0	28.0	M
73	98	171	Ta	-51720.0	28.0	M
73	99	172	Ta	-51330.0	28.0	M
73	100	173	Ta	-52397.0	28.0	M
73	101	174	Ta	-51741.0	28.0	M
73	102	175	Ta	-52409.0	28.0	M
73	103	176	Ta	-51370.0	30.0	M
73	104	177	Ta	-51715.0	3.0	M
73	105	178	Ta	-50600.0	50.0	E
73	106	179	Ta	-50357.5	1.5	M
73	107	180	Ta	-48933.6	2.1	M
73	108	181	Ta	-48439.1	1.6	M
73	109	182	Ta	-46430.7	1.6	M
73	110	183	Ta	-45293.5	1.6	M
73	111	184	Ta	-42839.0	26.0	M
73	112	185	Ta	-41394.0	14.0	M
73	113	186	Ta	-38610.0	60.0	M
73	114	187	Ta	-36900.0	60.0	M
73	115	188	Ta	-33910.0	200.0	E
73	116	189	Ta	-31960.0	200.0	E
73	117	190	Ta	-28720.0	200.0	E
73	118	191	Ta	-26520.0	300.0	E
73	119	192	Ta	-23100.0	400.0	E
73	120	193	Ta	-20810.0	400.0	E
73	121	194	Ta	-17130.0	500.0	E
74	83	157	W	-19690.0	400.0	E
74	84	158	W	-23690.0	300.0	E
74	85	159	W	-25430.0	300.0	E
74	86	160	W	-29330.0	150.0	M
74	87	161	W	-30510.0	200.0	E
74	88	162	W	-33999.0	18.0	M
74	89	163	W	-34910.0	60.0	M
74	90	164	W	-38236.0	10.0	M
74	91	165	W	-38861.0	26.0	M
74	92	166	W	-41887.0	9.0	M
74	93	167	W	-42093.0	19.0	M
74	94	168	W	-44893.0	13.0	M
74	95	169	W	-44918.0	15.0	M
74	96	170	W	-47291.0	13.0	M
74	97	171	W	-47086.0	28.0	M
74	98	172	W	-49097.0	28.0	M
74	99	173	W	-48727.0	28.0	M
74	100	174	W	-50227.0	28.0	M
74	101	175	W	-49633.0	28.0	M
74	102	176	W	-50642.0	28.0	M
74	103	177	W	-49702.0	28.0	M
74	104	178	W	-50407.0	15.0	M
74	105	179	W	-49295.0	15.0	M
74	106	180	W	-49636.2	1.4	M
74	107	181	W	-48233.9	1.4	M
74	108	182	W	-48246.1	0.7	M
74	109	183	W	-46365.7	0.7	M
74	110	184	W	-45705.5	0.7	M
74	111	185	W	-43387.9	0.7	M
74	112	186	W	-42508.6	1.2	M
74	113	187	W	-39904.0	1.2	M
74	114	188	W	-38668.0	3.0	M
74	115	189	W	-35810.0	200.0	E
74	116	190	W	-34370.0	40.0	M
74	117	191	W	-31180.0	40.0	M
74	118	192	W	-29620.0	200.0	E
74	119	193	W	-26190.0	200.0	E
74	120	194	W	-24410.0	300.0	E
74	121	195	W	-20740.0	300.0	E
74	122	196	W	-18740.0	400.0	E
74	123	197	W	-14870.0	400.0	E
75	84	159	Re	-14810.0	310.0	E
75	85	160	Re	-16880.0	300.0	E
75	86	161	Re	-20840.0	150.0	M
75	87	162	Re	-22450.0	200.0	E
75	88	163	Re	-26002.0	19.0	M
75	89	164	Re	-27470.0	50.0	M
75	90	165	Re	-30659.0	24.0	M
75	91	166	Re	-31840.0	90.0	M
75	92	167	Re	-34830.0	40.0	E
75	93	168	Re	-35790.0	30.0	M
75	94	169	Re	-38409.0	11.0	M
75	95	170	Re	-38904.0	11.0	M
75	96	171	Re	-41250.0	28.0	M
75	97	172	Re	-41570.0	40.0	M
75	98	173	Re	-43554.0	28.0	M
75	99	174	Re	-43673.0	28.0	M
75	100	175	Re	-45288.0	28.0	M
75	101	176	Re	-45063.0	28.0	M
75	102	177	Re	-46269.0	28.0	M
75	103	178	Re	-45653.0	28.0	M
75	104	179	Re	-46584.0	25.0	M
